code,lib,inscrits,abstentions,votants,blancs,nuls,exprimes,LFI,REN,PSPP,RN,EELV,LR,REC,UPR,PARTI_ANIMAL,ECO_AU_CENTRE,ALLIANCE_RURAL,PCF,PATRIOTES,EUROPE_TERRITOIRES_ECOLOGIES,EQUINOXE,LO,ECO_POSI_ET_TERRITOIRE,42,NPA,DEFENDRE_LES_ENFANTS,ESPERANTO,FORTERESSE_EUROPE,43,FRANCE_LIBRE,10,PARTI_PIRATE,40,PARTI_DES_TRAVAILLEURS,PAIX_ET_DECROISSANCE,POUR_UNE-HUMANITE_SOUVERAINE,41,PARTI_CITOYENS_EUROPEENS,NOUVELLE_DONNE,ASSOCIATION_NATIONALE_DES_COMMUNISTES,45
30327,Tharaux,53,16,37,0,0,37,4,3,10,4,6,,1,,1,1,3,3,,,,1,,,,,,,,,,,,,,,,,,,
30346,Vers-Pont-du-Gard,1568,651,917,7,15,895,45,105,148,351,44,45,62,5,14,13,23,17,7,1,1,6,6,,,,,,,2,,,,,,,,,,,
30347,Vestric-et-Candiac,1056,418,638,9,5,624,38,44,42,346,20,27,30,4,10,7,15,22,4,4,1,3,5,,1,,,,,,,,,,,,1,,,,
30348,Vézénobres,1502,642,860,6,6,848,51,104,128,314,45,38,60,11,16,10,20,35,9,,,3,3,,,,1,,,,,,,,,,,,,,
30349,Vic-le-Fesq,403,155,248,4,4,240,22,24,27,103,14,8,15,2,4,2,7,5,3,1,1,,1,,1,,,,,,,,,,,,,,,,
30009,Alzon,212,60,152,0,3,149,18,16,30,50,5,5,5,4,,1,8,2,2,,2,,1,,,,,,,,,,,,,,,,,,
30010,Anduze,2556,1143,1413,8,25,1380,123,182,210,463,76,83,74,20,34,21,21,34,14,3,4,5,5,,4,,1,,,,,,,,2,,1,,,,
30011,Les Angles,6805,2564,4241,41,40,4160,202,732,592,1405,168,326,338,33,74,47,52,75,43,6,17,10,21,,7,,1,,,,,3,,,2,,6,,,,
30016,Arre,245,105,140,7,4,129,20,15,13,49,5,1,6,4,2,1,8,2,2,,,1,,,,,,,,,,,,,,,,,,,
30022,Aujac,188,81,107,4,2,101,11,10,16,29,9,3,7,6,1,,6,,3,,,,,,,,,,,,,,,,,,,,,,
30058,La Cadière-et-Cambo,218,94,124,3,1,120,14,14,18,43,5,3,6,2,1,1,5,4,2,,,,,,2,,,,,,,,,,,,,,,,
30059,Le Cailar,2065,838,1227,23,20,1184,51,112,102,616,33,47,92,8,17,7,58,20,7,2,2,4,3,,2,,,,,,,,,,,,,,,,
30060,Caissargues,3376,1439,1937,21,17,1899,107,276,218,800,59,125,134,18,34,23,33,41,16,2,2,8,2,,,,,,,,,,,,,,1,,,,
30093,Conqueyrac,107,20,87,2,2,83,8,9,6,27,5,7,4,5,2,1,2,1,2,2,,1,,,1,,,,,,,,,,,,,,,,
30156,Marguerittes,7308,3501,3807,40,39,3728,303,372,367,1817,117,157,238,38,63,30,46,83,48,3,5,16,14,,2,,1,,,3,,,,,,,4,,,,1
30159,Le Martinet,520,248,272,6,4,262,19,12,25,96,10,6,12,4,2,2,8,56,5,,,1,2,,,,,,,,,,1,,1,,,,,,
30173,Mons,1365,561,804,8,5,791,32,77,104,345,33,48,62,7,16,11,18,25,8,,1,1,3,,,,,,,,,,,,,,,,,,
30198,Les Plantiers,215,67,148,1,3,144,23,9,27,28,14,2,6,1,3,2,16,5,6,,,1,1,,,,,,,,,,,,,,,,,,
30199,Pommiers,70,28,42,0,0,42,4,5,4,9,3,,2,2,1,,4,5,,,,1,,,,,,,,,,,,1,,,,,1,,
30222,La Roque-sur-Cèze,179,66,113,1,2,110,1,19,14,38,4,5,9,2,2,2,7,3,4,,,,,,,,,,,,,,,,,,,,,,
30232,Saint-André-d'Olérargues,350,131,219,2,2,215,23,25,25,65,18,11,14,6,,,12,6,5,,1,1,2,,,,,,,,,,,,,,,,,,1
30245,Saint-Côme-et-Maruéjols,611,212,399,6,5,388,32,39,85,126,20,9,20,4,5,7,23,16,1,,,1,,,,,,,,,,,,,,,,,,,
30260,Saint-Hilaire-d'Ozilhan,775,321,454,6,3,445,23,55,71,165,33,25,22,7,11,5,11,11,4,,,,2,,,,,,,,,,,,,,,,,,
30261,Saint-Hippolyte-de-Caton,248,81,167,0,4,163,8,17,22,81,5,7,11,2,2,1,4,2,,,,1,,,,,,,,,,,,,,,,,,,
30263,Saint-Hippolyte-du-Fort,2903,1281,1622,18,22,1582,146,146,248,540,78,63,104,29,44,23,56,48,20,4,6,14,9,,2,1,,,,,,1,,,,,,,,,
30265,Saint-Jean-de-Crieulon,213,63,150,1,1,148,6,12,17,70,2,12,8,,2,1,7,5,3,,2,,1,,,,,,,,,,,,,,,,,,
30266,Saint-Jean-de-Maruéjols-et-Avéjan,761,301,460,6,9,445,19,47,75,192,14,16,16,3,3,1,24,17,9,1,2,4,1,,,,1,,,,,,,,,,,,,,
30268,Saint-Jean-de-Valériscle,503,219,284,6,4,274,29,27,16,110,15,4,13,9,6,4,9,23,2,2,1,,3,,1,,,,,,,,,,,,,,,,
30269,Saint-Jean-du-Gard,2150,971,1179,14,24,1141,121,149,197,297,96,64,44,19,20,7,63,33,14,1,1,6,2,,4,,,,,,,,,,,,1,1,,,
30331,Tresques,1585,623,962,11,8,943,54,105,139,403,29,43,69,7,17,6,27,24,6,,1,4,4,,3,,,,,,,1,,,,,1,,,,
30332,Trèves,130,38,92,0,3,89,2,8,9,28,10,3,8,2,1,2,10,5,,,,,1,,,,,,,,,,,,,,,,,,
30333,Uchaud,3622,1718,1904,25,12,1867,185,170,138,987,41,75,122,19,21,11,20,40,15,3,1,5,8,,1,,1,,,,,2,,,,,2,,,,
30334,Uzès,7110,3532,3578,48,42,3488,315,626,615,972,181,216,227,41,60,30,45,67,47,8,5,12,11,,4,,1,1,,,,1,,,,,3,,,,
30209,Pujaut,3524,1386,2138,23,22,2093,74,297,353,750,112,174,127,18,41,26,34,32,16,3,10,5,10,,2,1,3,,,1,,,,,,,2,,,,
30326,Tavel,1629,671,958,12,4,942,62,105,113,391,45,47,52,10,32,14,18,36,4,2,4,2,4,,,,,,,,,,,,,,1,,,,
30210,Quissac,2549,1128,1421,18,19,1384,149,143,171,552,55,39,91,8,15,18,51,51,18,,3,3,6,,3,2,1,1,1,1,,,,,1,,,,,1,
30299,Saint-Siffret,1051,416,635,2,6,627,27,98,99,202,28,40,52,5,16,9,16,11,10,4,3,4,1,,1,,,,,,,1,,,,,,,,,
30315,Saze,1608,610,998,11,13,974,58,121,118,395,49,63,68,10,22,10,16,11,7,3,3,3,9,,2,,,,,,,1,1,,,,4,,,,
30039,Bezouce,1761,718,1043,9,14,1020,76,98,89,544,26,32,62,7,20,2,23,22,4,7,1,4,2,,,1,,,,,,,,,,,,,,,
30040,Blandas,145,49,96,0,2,94,11,5,11,26,9,2,4,3,4,2,8,3,1,,1,1,2,,1,,,,,,,,,,,,,,,,
30109,Euzet,395,154,241,1,1,239,17,21,33,99,13,8,13,3,3,1,8,10,7,,2,1,,,,,,,,,,,,,,,,,,,
30184,Moussac,1083,443,640,6,10,624,44,35,58,336,21,28,41,6,10,5,14,16,4,2,,3,1,,,,,,,,,,,,,,,,,,
30214,Ribaute-les-Tavernes,1616,743,873,12,10,851,54,75,75,426,26,39,55,2,26,5,23,23,8,1,3,4,2,,3,,,,,,,,,,,,1,,,,
30215,Rivières,337,125,212,3,5,204,8,34,31,75,7,5,10,3,5,2,9,6,4,1,,,1,,,,,,,,,1,2,,,,,,,,
30223,Rousson,3514,1626,1888,19,29,1840,104,137,174,877,63,66,82,19,27,13,41,180,27,,4,13,4,,9,,,,,,,,,,,,,,,,
30225,Sabran,1425,542,883,8,16,859,36,103,118,348,42,59,59,7,15,7,30,15,6,2,6,2,2,,1,,,,,,,,,,,,,1,,,
30235,Saint-Bonnet-du-Gard,670,257,413,0,4,409,25,33,38,210,10,19,25,6,13,10,5,5,3,,2,,4,,,,1,,,,,,,,,,,,,,
30256,Saint-Gervais,643,265,378,11,5,362,18,52,46,126,19,17,30,6,5,2,11,12,5,5,2,3,2,,,,,,1,,,,,,,,,,,,
30311,Sauve,1520,653,867,10,10,847,103,70,138,307,63,23,46,23,11,3,24,14,8,1,1,1,2,,1,5,,,,,,,,,,,3,,,,
30342,Vénéjan,1097,450,647,12,6,629,33,55,102,238,23,47,52,9,14,5,15,18,6,1,2,3,2,,,,,,3,,,1,,,,,,,,,
30343,Verfeuil,492,188,304,2,4,298,15,25,52,134,11,4,7,3,11,2,14,12,1,2,,2,2,,1,,,,,,,,,,,,,,,,
30344,Vergèze,4433,1917,2516,20,26,2470,230,252,301,996,99,131,140,29,37,27,65,84,32,4,12,13,9,,4,,1,,,,,1,,,,,2,1,,,
30345,La Vernarède,315,125,190,2,4,184,23,11,11,71,4,,11,,3,1,1,46,,,,,,,,,1,,,,,,,,,,,,1,,
30187,Navacelles,277,92,185,4,3,178,4,11,14,99,2,8,16,4,,4,10,2,1,1,,1,,,,,,,,1,,,,,,,,,,,
30297,Saint-Sauveur-Camprieu,325,128,197,3,3,191,5,24,31,70,6,5,17,2,5,2,16,5,,,1,,,,2,,,,,,,,,,,,,,,,
30298,Saint-Sébastien-d'Aigrefeuille,430,168,262,6,6,250,24,29,41,76,10,12,9,6,5,2,17,12,4,,2,1,,,,,,,,,,,,,,,,,,,
30013,Argilliers,346,128,218,0,6,212,17,19,23,85,7,9,10,4,10,2,13,6,4,,2,,1,,,,,,,,,,,,,,,,,,
30023,Aujargues,757,278,479,5,4,470,21,63,65,173,19,29,28,2,12,9,21,8,9,1,4,,4,,1,,,,,,,,,,,,1,,,,
30049,Bourdic,318,130,188,1,5,182,8,20,28,77,3,5,17,,3,3,15,2,,,,1,,,,,,,,,,,,,,,,,,,
30095,Corconne,556,234,322,2,4,316,29,23,75,85,28,12,17,7,8,2,9,5,,1,2,5,4,,3,,,,,1,,,,,,,,,,,
30111,Foissac,306,96,210,3,1,206,5,16,31,105,2,8,11,3,2,3,5,11,1,1,1,1,,,,,,,,,,,,,,,,,,,
30122,Gajan,592,237,355,1,0,354,33,27,45,156,14,13,22,4,4,5,5,12,2,,,6,2,,1,,,,,,,1,,,,,1,,1,,
30123,Gallargues-le-Montueux,2968,1397,1571,14,14,1543,66,153,171,720,58,63,111,16,42,23,37,40,20,3,3,3,7,,5,,1,,,,,1,,,,,,,,,
30129,Générargues,606,228,378,2,8,368,30,49,57,102,27,20,11,14,6,7,24,10,8,,2,,1,,,,,,,,,,,,,,,,,,
30162,Massillargues-Attuech,591,258,333,1,5,327,24,42,52,126,22,18,7,8,2,3,7,7,,,2,2,3,,1,,1,,,,,,,,,,,,,,
30177,Monteils,569,239,330,1,5,324,17,33,31,158,11,11,19,9,7,10,4,9,4,,,,1,,,,,,,,,,,,,,,,,,
30178,Montfaucon,1158,428,730,13,5,712,23,80,56,340,26,31,73,4,11,8,11,20,18,1,1,2,2,1,1,,,,,,,2,,,,,1,,,,
30193,Parignargues,500,174,326,1,3,322,9,34,41,137,25,21,18,6,4,7,5,6,6,,,,2,,1,,,,,,,,,,,,,,,,
30208,Puechredon,30,5,25,0,0,25,1,,1,5,8,,2,3,1,,,,1,,3,,,,,,,,,,,,,,,,,,,,
30212,Remoulins,1828,888,940,17,10,913,107,59,91,414,34,42,57,8,19,7,23,15,11,14,2,1,6,,2,,,,,,,,,,,,1,,,,
30247,Saint-Denis,220,82,138,2,0,136,11,17,25,41,3,10,6,4,1,2,7,2,3,,1,2,,,,,,,,,,,,,,,1,,,,
30249,Saint-Dionisy,870,343,527,9,2,516,26,62,69,209,36,32,27,5,8,9,10,9,5,2,3,,3,,,,,,,,,,,,,,1,,,,
30254,Saint-Geniès-de-Comolas,1470,597,873,17,11,845,76,84,95,343,29,54,58,16,14,10,8,21,18,2,1,5,5,,2,,,,,,,,,,,,4,,,,
30267,Saint-Jean-de-Serres,417,194,223,0,1,222,18,25,22,88,2,12,18,7,4,4,11,4,5,1,,1,,,,,,,,,,,,,,,,,,,
30314,Savignargues,211,96,115,0,0,115,4,9,13,51,5,4,5,,3,5,4,12,,,,,,,,,,,,,,,,,,,,,,,
30354,Montagnac,177,59,118,4,3,111,3,14,12,44,4,7,6,6,,3,6,2,2,,2,,,,,,,,,,,,,,,,,,,,
30033,Beauvoisin,3823,1770,2053,18,25,2010,139,189,163,999,50,99,114,16,38,22,68,57,24,2,3,8,11,,3,,2,,,,,,,,,,2,,1,,
30203,Portes,300,121,179,3,2,174,13,13,10,73,11,2,9,3,1,,4,23,6,,1,,,,3,,,,,1,,,,,1,,,,,,
30313,Sauzet,638,259,379,5,3,371,23,42,33,184,13,19,14,6,2,2,13,13,1,1,,2,2,,,,,,,,,,,,,,1,,,,
30029,Barjac,1285,494,791,15,13,763,54,92,104,251,43,39,42,3,21,11,18,64,6,2,3,1,1,,5,,,1,,,,,1,,,,1,,,,
30030,Baron,270,122,148,0,3,145,1,18,20,60,2,7,9,1,4,3,10,6,2,1,1,,,,,,,,,,,,,,,,,,,,
30038,Bez-et-Esparon,292,104,188,4,1,183,17,27,29,68,16,1,3,3,1,2,5,1,3,,1,3,,,3,,,,,,,,,,,,,,,,
30061,La Calmette,1888,828,1060,17,15,1028,68,81,120,520,25,49,69,11,12,6,15,30,10,1,2,4,5,,,,,,,,,,,,,,,,,,
30062,Calvisson,4849,2215,2634,31,25,2578,158,387,317,1049,121,153,129,16,41,39,46,53,23,4,7,11,12,,3,,1,,,1,,1,,,,,5,1,,,
30064,Campestre-et-Luc,146,51,95,0,3,92,12,5,18,18,9,6,2,,1,2,12,3,3,,,,1,,,,,,,,,,,,,,,,,,
30117,Fourques,2117,845,1272,14,12,1246,76,140,120,601,50,60,69,8,24,8,38,32,5,,3,4,4,,1,,,,,,,,,,1,,2,,,,
30120,Gagnières,864,393,471,9,12,450,32,34,46,215,22,14,22,10,6,6,13,15,7,,1,,4,,2,,,,,,,,,,1,,,,,,
30121,Gailhan,209,64,145,0,1,144,11,9,14,75,5,6,11,,3,,4,4,1,1,,,,,,,,,,,,,,,,,,,,,
30127,Gaujac,912,338,574,10,6,558,18,66,62,269,14,24,41,4,6,5,17,9,6,1,4,7,1,,,,1,,,,,1,,,,,2,,,,
30153,Malons-et-Elze,127,47,80,3,1,76,19,12,6,10,5,2,1,6,3,1,4,4,1,,,,1,,,,,,,,1,,,,,,,,,,
30154,Mandagout,361,135,226,8,4,214,51,18,38,29,21,13,8,6,3,6,12,5,1,,,2,,,,,1,,,,,,,,,,,,,,
30152,Les Mages,1811,791,1020,16,24,980,60,78,101,447,26,38,56,17,15,9,15,87,11,2,4,8,4,,2,,,,,,,,,,,,,,,,
30174,Montaren-et-Saint-Médiers,1088,456,632,5,6,621,40,77,118,218,29,30,39,10,12,6,12,14,8,1,1,1,3,,,,,,,,,1,,,,,1,,,,
30167,Meyrannes,678,315,363,5,7,351,17,36,33,174,9,7,23,5,7,5,11,14,5,,,4,,,1,,,,,,,,,,,,,,,,
30169,Milhaud,4691,2306,2385,19,33,2333,255,255,176,1176,33,92,135,24,44,21,34,38,24,,1,9,8,,5,,,,,,,,,,,,3,,,,
30175,Montclus,181,82,99,0,3,96,18,12,12,25,7,4,2,1,5,,7,1,,,1,,1,,,,,,,,,,,,,,,,,,
30176,Montdardier,189,54,135,0,6,129,15,9,15,50,12,7,5,2,2,,5,3,3,,,1,,,,,,,,,,,,,,,,,,,
30234,Saint-Bénézet,246,108,138,4,1,133,8,12,18,60,1,6,7,1,1,4,5,5,2,,,1,2,,,,,,,,,,,,,,,,,,
30239,Sainte-Cécile-d'Andorge,476,171,305,2,9,294,19,23,33,136,8,23,12,4,4,5,13,9,,,1,1,3,,,,,,,,,,,,,,,,,,
30246,Sainte-Croix-de-Caderle,110,34,76,0,1,75,11,11,13,11,11,2,3,1,2,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,
30295,Saint-Quentin-la-Poterie,2567,1111,1456,9,15,1432,107,166,306,437,91,64,101,13,31,14,22,29,24,1,4,4,9,,2,,1,,2,,,,,,2,,1,,1,,
30296,Saint-Roman-de-Codières,204,79,125,2,0,123,28,11,33,19,15,3,3,1,1,,2,1,,1,,,1,,1,,,,,2,,,,,,,1,,,,
30340,Valliguières,530,230,300,2,8,290,21,43,29,106,7,13,9,15,8,1,19,6,4,1,1,3,1,,1,,,,,,,,,,,,1,,,,1
30341,Vauvert,9216,4409,4807,72,64,4671,612,371,439,2236,96,179,213,52,70,46,129,96,63,11,8,16,10,,9,,4,,3,,,,,,,,5,1,2,,
30325,Sumène,1435,599,836,7,12,817,97,116,142,240,52,25,36,11,17,11,36,16,8,,1,4,1,,3,,,,,,,,,,,,1,,,,
30350,Le Vigan,3041,1373,1668,20,21,1627,289,192,292,378,115,61,70,36,29,12,45,47,22,3,5,12,7,,6,3,,,,,,1,,,1,,,,,,1
30351,Villeneuve-lès-Avignon,10404,4163,6241,51,49,6141,316,1111,999,1645,310,656,543,57,124,57,60,94,74,17,22,11,22,,5,2,,1,,2,,1,1,,,,7,,,1,
30352,Villevieille,1596,660,936,14,11,911,74,133,141,330,52,52,49,8,14,6,23,9,8,2,2,4,3,,,,,,,,,,,,,,1,,,,
30353,Vissec,75,6,69,2,0,67,3,4,21,22,4,,1,,,,9,1,,,,,1,,1,,,,,,,,,,,,,,,,
30001,Aigaliers,424,167,257,3,7,247,15,24,42,80,22,9,16,,7,4,9,9,8,,,,1,,1,,,,,,,,,,,,,,,,
30002,Aigremont,655,287,368,5,3,360,10,32,41,156,13,18,27,6,5,7,12,15,12,,,2,1,,2,,,,,1,,,,,,,,,,,
30003,Aigues-Mortes,7504,3443,4061,52,42,3967,203,515,354,1949,90,247,269,16,81,34,54,71,31,10,5,10,12,,6,,3,,,1,,2,,,,,2,1,,,1
30004,Aigues-Vives,2441,980,1461,17,12,1432,88,155,206,584,54,72,77,22,30,10,39,47,18,6,6,5,8,,1,,1,,1,,,1,,,,,1,,,,
30005,Aiguèze,198,59,139,0,3,136,5,35,25,30,8,5,8,,1,5,5,3,2,1,1,,1,,,,,,,,,,,,,,,,1,,
30024,Aulas,407,156,251,8,3,240,36,16,39,73,20,18,13,3,1,,10,6,,,1,3,1,,,,,,,,,,,,,,,,,,
30041,Blauzac,1085,480,605,12,9,584,39,81,111,190,26,36,36,9,8,7,10,16,4,,,4,3,,3,,1,,,,,,,,,,,,,,
30042,Boisset-et-Gaujac,2168,938,1230,9,23,1198,106,112,165,518,39,54,77,15,22,8,28,35,10,,,1,5,,2,,,,,1,,,,,,,,,,,
30066,Cannes-et-Clairan,433,164,269,3,2,264,23,31,34,97,19,8,6,4,7,5,8,10,5,1,1,3,1,,1,,,,,,,,,,,,,,,,
30067,La Capelle-et-Masmolène,385,151,234,2,2,230,8,28,29,105,9,9,14,3,7,2,5,5,2,,,2,1,,,,,,,,,1,,,,,,,,,
30068,Cardet,779,285,494,4,4,486,15,36,59,259,12,20,26,7,6,2,10,21,6,,1,2,4,,,,,,,,,,,,,,,,,,
30074,Causse-Bégon,28,9,19,0,0,19,,2,,4,,2,1,,,,5,3,,,,2,,,,,,,,,,,,,,,,,,,
30075,Caveirac,3529,1397,2132,21,23,2088,102,326,243,887,75,97,144,26,35,20,37,49,17,2,8,8,6,,1,,1,,1,,,,,,,,2,,1,,
30076,Cavillargues,731,262,469,9,6,454,23,50,85,159,20,29,23,6,6,4,16,10,10,2,3,3,3,,2,,,,,,,,,,,,,,,,
30077,Cendras,1310,575,735,11,13,711,99,53,76,224,29,9,33,10,13,4,23,121,3,,3,5,3,,2,,,,,,,,,,,,1,,,,
30079,Chambon,260,83,177,2,9,166,13,26,26,35,10,8,12,,2,2,4,23,2,,,,1,,2,,,,,,,,,,,,,,,,
30100,Cruviers-Lascours,556,231,325,4,9,312,18,21,34,167,6,20,20,4,6,2,5,5,3,,1,,,,,,,,,,,,,,,,,,,,
30110,Flaux,314,97,217,0,2,215,17,26,46,79,8,12,9,2,4,,2,3,5,1,,,,,1,,,,,,,,,,,,,,,,
30112,Fons,1219,491,728,11,7,710,40,53,97,340,31,27,38,8,11,6,18,25,5,1,4,3,1,,1,,,,,1,,,,,,,,,,,
30119,Fressac,135,28,107,0,0,107,7,16,14,46,5,5,7,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,
30125,Garons,3732,1818,1914,15,18,1881,182,196,173,904,56,84,110,24,30,16,33,37,21,4,5,1,2,,2,,,,,,,,,,,,1,,,,
30144,Lecques,376,159,217,2,1,214,25,23,38,77,16,10,3,3,2,2,7,3,3,,2,,,,,,,,,,,,,,,,,,,,
30145,Lédenon,1287,505,782,5,6,771,33,63,88,404,23,36,47,3,16,14,19,9,7,,,3,2,,,,,,,,,,,,,,,,,,4
30166,Meynes,1895,767,1128,25,17,1086,88,95,101,565,29,46,53,14,16,10,17,29,7,2,3,2,6,,2,,,,,,,,,,,,1,,,,
30204,Potelières,320,129,191,5,3,183,15,15,14,90,3,10,11,2,2,2,5,7,2,1,,,2,,2,,,,,,,,,,,,,,,,
30236,Saint-Bonnet-de-Salendrinque,92,36,56,0,2,54,13,4,10,12,3,1,4,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,
30257,Saint-Gervasy,1436,603,833,10,9,814,44,78,76,477,6,29,27,9,12,4,19,12,11,,1,2,5,,2,,,,,,,,,,,,,,,,
30271,Saint-Julien-de-Cassagnas,550,245,305,4,5,296,13,26,45,127,12,11,20,3,6,3,11,10,5,,1,1,2,,,,,,,,,,,,,,,,,,
30293,Saint-Privat-de-Champclos,285,112,173,3,3,167,10,23,16,74,4,9,12,,1,1,4,6,3,,,2,2,,,,,,,,,,,,,,,,,,
30294,Saint-Privat-des-Vieux,4276,1773,2503,40,42,2421,147,287,262,1104,57,129,145,18,31,20,53,112,31,3,3,5,6,,,,3,,,2,,,,,,,,,2,,1
30301,Saint-Victor-des-Oules,225,48,177,1,2,174,16,20,27,66,1,15,12,4,1,4,5,1,1,,,,1,,,,,,,,,,,,,,,,,,
30307,Les Salles-du-Gardon,1726,832,894,13,15,866,162,46,74,336,16,17,38,2,7,6,10,121,13,1,2,5,5,,3,,,,,,,,,1,,,,,,,1
30308,Sanilhac-Sagriès,780,330,450,9,7,434,32,45,70,162,33,10,29,1,12,2,9,7,5,,10,2,1,,1,,1,,,,,,,,,,1,,,,1
30309,Sardan,263,86,177,5,2,170,12,18,31,63,16,12,5,,,3,3,2,1,,,1,2,,1,,,,,,,,,,,,,,,,
30310,Saumane,237,83,154,6,2,146,13,11,20,37,14,1,1,3,,,20,12,7,,,1,1,,3,,,2,,,,,,,,,,,,,
30312,Sauveterre,1766,804,962,13,10,939,68,149,128,325,48,48,75,10,9,11,20,20,13,4,5,,4,,,,,,,,1,,,,,,1,,,,
30012,Aramon,3423,1579,1844,21,19,1804,107,221,205,814,65,76,127,9,29,15,49,36,21,1,4,5,7,,3,,1,,,1,1,1,,,,,3,,3,,
30046,Boucoiran-et-Nozières,655,334,321,6,2,313,34,30,25,130,10,13,21,5,6,4,14,15,1,,1,,2,,1,,,,,,,1,,,,,,,,,
30105,Dourbies,262,93,169,1,3,165,19,29,14,44,7,3,9,4,1,3,20,7,1,,,4,,,,,,,,,,,,,,,,,,,
30106,Durfort-et-Saint-Martin-de-Sossenac,617,237,380,4,4,372,38,45,62,107,28,8,22,11,5,3,18,13,5,,2,2,3,,,,,,,,,,,,,,,,,,
30148,Liouc,244,95,149,1,1,147,9,9,27,64,9,5,10,4,3,3,1,1,,,,,1,,1,,,,,,,,,,,,,,,,
30149,Lirac,695,273,422,4,1,417,20,58,63,157,13,28,16,1,15,8,14,12,7,1,1,2,,,,,,,,,,,,,,,1,,,,
30151,Lussan,436,145,291,0,1,290,15,27,55,101,10,11,11,8,4,5,24,12,4,2,,,1,,,,,,,,,,,,,,,,,,
30164,Méjannes-le-Clap,623,261,362,4,4,354,22,34,39,147,15,14,21,5,8,5,14,17,11,,1,1,,,,,,,,,,,,,,,,,,,
30183,Moulézan,466,207,259,2,3,254,23,23,27,115,7,13,10,3,6,1,10,4,7,,2,2,,,1,,,,,,,,,,,,,,,,
30237,Saint-Brès,503,183,320,7,6,307,20,23,49,126,10,14,13,7,7,4,13,18,1,1,,,,,1,,,,,,,,,,,,,,,,
30238,Saint-Bresson,88,31,57,0,0,57,12,1,5,20,5,1,5,2,,1,2,,,,1,,,,,,,,,2,,,,,,,,,,,
30282,Saint-Marcel-de-Careiret,653,274,379,9,0,370,17,30,45,158,20,24,20,6,5,5,17,13,4,1,1,,3,,,,,,,,,1,,,,,,,,,
30285,Saint-Maurice-de-Cazevieille,611,225,386,2,3,381,23,41,34,155,15,34,32,1,6,5,15,8,5,2,1,2,,,1,,,,,1,,,,,,,,,,,
30329,Thoiras,364,142,222,3,0,219,36,19,27,55,23,9,17,3,2,1,11,4,7,,,,2,,1,,,,,,,2,,,,,,,,,
30330,Tornac,789,332,457,4,2,451,28,46,84,158,21,33,17,3,16,3,20,12,2,1,2,3,1,,,,,,,,,,,,,,1,,,,
30031,La Bastide-d'Engras,178,88,90,1,4,85,7,19,8,23,3,4,7,4,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,
30057,Cabrières,1290,451,839,12,11,816,42,93,92,354,55,26,68,12,20,6,16,16,7,1,,2,3,,2,,1,,,,,,,,,,,,,,
30160,Maruéjols-lès-Gardon,196,95,101,2,1,98,9,15,12,35,4,7,2,4,2,1,2,4,,,,,,,1,,,,,,,,,,,,,,,,
30165,Méjannes-lès-Alès,835,333,502,6,9,487,21,47,47,228,20,30,37,6,9,4,10,21,6,,,,1,,,,,,,,,,,,,,,,,,
30180,Montignargues,466,180,286,6,5,275,22,18,31,130,16,9,10,3,8,6,4,12,4,,,,1,,,,,,,,,1,,,,,,,,,
30197,Les Plans,227,73,154,2,5,147,3,20,12,60,6,13,7,2,5,2,8,3,1,,1,2,1,,,,,,,,,,,,,,1,,,,
30205,Pougnadoresse,232,113,119,3,2,114,4,17,11,45,,11,7,1,4,,8,2,3,,,,,,,,,,,1,,,,,,,,,,,
30233,Saint-Bauzély,449,186,263,7,5,251,20,14,34,119,13,13,12,3,2,3,8,4,1,,1,,2,,,,,,,1,,,,,,,1,,,,
30251,Saint-Étienne-des-Sorts,385,183,202,2,0,200,8,20,11,87,2,11,31,2,6,1,10,6,,1,,4,,,,,,,,,,,,,,,,,,,
30337,Vallabrix,342,129,213,4,0,209,14,24,27,61,23,14,8,3,5,2,6,13,5,1,,1,2,,,,,,,,,,,,,,,,,,
30056,La Bruguière,282,128,154,5,2,147,14,21,36,38,6,8,10,,3,1,5,3,1,,1,,,,,,,,,,,,,,,,,,,,
30069,Carnas,446,182,264,4,2,258,18,24,37,111,8,14,13,3,4,6,9,3,,2,4,,2,,,,,,,,,,,,,,,,,,
30070,Carsan,620,250,370,7,4,359,31,28,37,153,18,15,22,6,2,7,14,14,4,,2,3,2,,1,,,,,,,,,,,,,,,,
30072,Castelnau-Valence,376,135,241,0,1,240,10,23,23,123,9,13,13,3,4,2,8,4,1,,,3,1,,,,,,,,,,,,,,,,,,
30073,Castillon-du-Gard,1421,561,860,10,13,837,42,146,84,317,39,61,54,12,21,9,19,12,9,3,1,3,4,,1,,,,,,,,,,,,,,,,
30088,Combas,568,224,344,2,1,341,17,33,39,152,14,16,18,7,11,4,14,5,6,2,,2,1,,,,,,,,,,,,,,,,,,
30089,Comps,1263,467,796,11,6,779,54,60,54,437,22,47,31,3,8,6,18,23,5,1,1,2,2,3,,,,,1,,,,,,,,,,1,,
30090,Concoules,246,89,157,2,2,153,16,15,14,52,6,11,10,3,4,,9,6,5,,,,1,,1,,,,,,,,,,,,,,,,
30092,Connaux,1397,542,855,14,13,828,32,79,108,369,25,42,67,5,25,17,12,28,11,,1,3,2,,1,,1,,,,,,,,,,,,,,
